,Permit Number,Date,Status,Address,Permit Type,County,State
1461,0182407,2018-01-28,Issued,5101 BARTIZAN DR,"Residential Pool, Spa & Hot Tub",wake,NC
1462,0182676,2018-02-18,Complete,1104 OAKMAN RIDGE CT,"Residential Pool, Spa & Hot Tub",wake,NC
1463,RABS-012728-2019,2019-01-28,Issued,729 STRATHWOOD WAY ROLESVILLE 27571,"Residential Pool, Spa & Hot Tub",wake,NC
1464,RABS-018647-2019,2019-05-16,Issued,7929 PARKER MILL TRL FUQUAY VARINA 27526,"Residential Pool, Spa & Hot Tub",wake,NC
1465,RABS-018004-2019,2019-05-07,Issued,5540 FANTASY MOTH DR GARNER 27529,"Residential Pool, Spa & Hot Tub",wake,NC
1466,RABS-017073-2019,2019-04-22,Issued,6913 OLD MILLS RD FUQUAY VARINA 27526,"Residential Pool, Spa & Hot Tub",wake,NC
1467,RABS-013857-2019,2019-02-18,Complete,9117 PENNY RD RALEIGH 27606,"Residential Pool, Spa & Hot Tub",wake,NC
1468,RABS-018300-2019,2019-05-10,Issued,6425 GLEN DEAN CT RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
1469,0142756,2014-04-10,Complete,1908 EAGLE CREEK CT,"Residential Pool, Spa & Hot Tub",wake,NC
1470,0163921,2016-06-08,Complete,2012 SHINGLEBACK DR,"Residential Pool, Spa & Hot Tub",wake,NC
1471,0161907,2015-12-16,Complete,8605 HURST DR,"Residential Pool, Spa & Hot Tub",wake,NC
1472,0163130,2016-04-04,Complete,8025 DEBENHAM DR,"Residential Pool, Spa & Hot Tub",wake,NC
1473,0120743,2011-10-11,Void,2901 MORNING RIDGE CT,"Residential Pool, Spa & Hot Tub",wake,NC
1474,0161651,2015-11-19,Complete,10320 OLD CREEDMOOR RD,"Residential Pool, Spa & Hot Tub",wake,NC
1475,0163707,2016-05-19,Complete,8033 DEBENHAM DR,"Residential Pool, Spa & Hot Tub",wake,NC
1476,0132104,2013-03-07,Complete,5312 STABLEVIEW CT,"Residential Pool, Spa & Hot Tub",wake,NC
1477,0142482,2014-03-18,Complete,4713 BARTWOOD DR,"Residential Pool, Spa & Hot Tub",wake,NC
1478,0160262,2015-07-21,Complete,917 EDGEWATER DR,"Residential Pool, Spa & Hot Tub",wake,NC
1479,0140252,2013-07-24,Complete,9424 FALLS PRESERVE DR,"Residential Pool, Spa & Hot Tub",wake,NC
1480,0171775,2016-12-11,Complete,5013 C AND L AVE,"Residential Pool, Spa & Hot Tub",wake,NC
1481,0101722,2010-03-11,Complete,2045 MONTHAVEN DR,"Residential Pool, Spa & Hot Tub",wake,NC
1482,0110226,2010-08-03,Complete,2517 HUNTSMAN TRL,"Residential Pool, Spa & Hot Tub",wake,NC
1483,0142930,2014-04-24,Void,5116 BECKWYCK DR,"Residential Pool, Spa & Hot Tub",wake,NC
1484,0142025,2014-02-03,Complete,105 BARLEY PL,"Residential Pool, Spa & Hot Tub",wake,NC
1485,0163852,2016-06-02,Complete,8408 PORTMARNOCK CT,"Residential Pool, Spa & Hot Tub",wake,NC
1486,RABS-037010-2020,2020-04-27,Issued,1424 LILY ESTATES DR RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
1487,RABS-050076-2020,2020-12-07,Withdrawn,2421 ROLLING TRACKS RD WILLOW SPRING 27592,"Residential Pool, Spa & Hot Tub",wake,NC
1488,RABS-050125-2020,2020-12-07,Withdrawn,1900 HALEY PINES WAY WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
1489,RABS-042985-2020,2020-08-05,Complete,6516 MOUNTAIN OAKS WAY WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
1490,RABS-050583-2020,2020-12-15,Withdrawn,705 ENFIELD GRANT CT CARY 27519,"Residential Pool, Spa & Hot Tub",wake,NC
1491,RABS-050034-2020,2020-12-04,Issued,6801 IMAGE PT RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
1492,RABS-040430-2020,2020-06-25,Issued,2764 FLUME GATE DR RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
1493,RABS-039111-2020,2020-06-04,Complete,12332 GALWAY DR RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
1494,RABS-048376-2020,2020-11-03,Withdrawn,4200 WINDSOR PL RALEIGH 27609,"Residential Pool, Spa & Hot Tub",wake,NC
1495,RABS-042039-2020,2020-07-21,Complete,7628 SUMMER PINES WAY WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
1496,RABS-049603-2020,2020-11-25,Withdrawn,2997 CLUB DR RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
1497,RABS-005815-2018,2018-09-11,Complete,10604 WINDING WOOD TRL RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
1498,RABS-043361-2020,2020-08-12,Issued,3432 GRIFFICE MILL RD RALEIGH 27610,"Residential Pool, Spa & Hot Tub",wake,NC
1499,RABS-010696-2018,2018-12-12,Complete,5205 APPLE VALLEY DR RALEIGH 27606,"Residential Pool, Spa & Hot Tub",wake,NC
1500,RABS-041709-2020,2020-07-16,Issued,8312 SOUTHMOOR HILL TRL WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
1501,RABS-031346-2020,2020-01-13,Complete,1420 SKY VISTA WAY RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
1502,0163924,2016-06-08,Void,4109 NC 42 HWY,"Residential Pool, Spa & Hot Tub",wake,NC
1503,0151045,2014-10-16,Complete,3512 EILLA BLUFFS CT,"Residential Pool, Spa & Hot Tub",wake,NC
1504,0170268,2016-07-26,Complete,905 MORNING STILL CT,"Residential Pool, Spa & Hot Tub",wake,NC
1505,0141685,2013-12-15,Complete,7429 BLANEY FRANKS RD,"Residential Pool, Spa & Hot Tub",wake,NC
1506,0141814,2014-01-07,Complete,4504 HERITAGE GATES DR,"Residential Pool, Spa & Hot Tub",wake,NC
1507,0151854,2015-01-14,Complete,4821 BOULDER CREEK LN,"Residential Pool, Spa & Hot Tub",wake,NC
1508,0140070,2013-07-08,Complete,9812 MACON RD,"Residential Pool, Spa & Hot Tub",wake,NC
1509,RABS-029574-2019,2019-11-27,Issued,1404 BAILEY HILL DR RALEIGH NC 276149704,"Residential Pool, Spa & Hot Tub",wake,NC
1510,RABS-038041-2020,2020-05-15,Complete,5817 VASSEUR CT ROLESVILLE 27571,"Residential Pool, Spa & Hot Tub",wake,NC
1511,RABS-046914-2020,2020-10-08,Withdrawn,7604 ARBOR MIST LN WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
1512,0182888,2018-03-04,Issued,05500 OVERLEAF CT,"Residential Pool, Spa & Hot Tub",wake,NC
1513,RABS-014612-2019,2019-03-05,Issued,1404 OLD WEAVER TRL WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
1514,RABS-043090-2020,2020-08-06,Issued,8417 RAGAN RD APEX 27502,"Residential Pool, Spa & Hot Tub",wake,NC
1515,0142854,2014-04-21,Complete,5020 ELKWOOD CT,"Residential Pool, Spa & Hot Tub",wake,NC
1516,0150727,2014-09-10,Complete,6205 VIEW WATER DR,"Residential Pool, Spa & Hot Tub",wake,NC
1517,RABS-041384-2020,2020-07-10,Issued,4908 BIRCHLEAF DR RALEIGH 27606,"Residential Pool, Spa & Hot Tub",wake,NC
1518,RABS-033667-2020,2020-02-24,Issued,1029 JARRETT BAY RD WILLOW SPRING 27592,"Residential Pool, Spa & Hot Tub",wake,NC
1519,RABS-040983-2020,2020-07-06,Withdrawn,226 FOX WALK PATH GARNER 27529,"Residential Pool, Spa & Hot Tub",wake,NC
1520,RABS-032416-2020,2020-01-31,Issued,4713 REGALWOOD DR RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
1521,RABS-050794-2020,2020-12-18,Issued,7004 BARTONS GROVE PL RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
1522,RABS-051188-2020,2020-12-30,Withdrawn,5015 STONERIDGE DR RALEIGH 27612,"Residential Pool, Spa & Hot Tub",wake,NC
1523,RABS-050841-2020,2020-12-21,Withdrawn,3400 ARNHEM CT FUQUAY VARINA 27526,"Residential Pool, Spa & Hot Tub",wake,NC
1524,RABS-040424-2020,2020-06-25,Complete,6925 REX RD HOLLY SPRINGS 27540,"Residential Pool, Spa & Hot Tub",wake,NC
1525,RABS-044259-2020,2020-08-26,Issued,1016 N MAIN ST ROLESVILLE 27571,"Residential Pool, Spa & Hot Tub",wake,NC
1526,RABS-051911-2021,2021-01-14,Withdrawn,226 FOX WALK PATH GARNER 27529,"Residential Pool, Spa & Hot Tub",wake,NC
1527,RABS-045741-2020,2020-09-20,Complete,8816 SPROUTED LN WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
1528,RABS-052396-2021,2021-01-22,Withdrawn,1900 HALEY PINES WAY WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
1529,RABS-015516-2019,2019-03-22,Expired,905 PEARCES RD ZEBULON NC 27597,"Residential Pool, Spa & Hot Tub",wake,NC
1530,RABS-052197-2021,2021-01-20,Submitted,1713 CYPRESS COVE DR WENDELL 27591,"Residential Pool, Spa & Hot Tub",wake,NC
1531,RABS-039103-2020,2020-06-04,Issued,11008 SOCO GAP CT RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
1532,RABS-052321-2021,2021-01-21,Withdrawn,100 CRYSTLEWOOD CT MORRISVILLE 27560,"Residential Pool, Spa & Hot Tub",wake,NC
1533,RABS-046020-2020,2020-09-24,Complete,3232 PEEBLES RD RALEIGH 27616,"Residential Pool, Spa & Hot Tub",wake,NC
1534,RABS-043201-2020,2020-08-10,Issued,1416 LILY ESTATES DR RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
1535,RABS-045309-2020,2020-09-14,Application Incomplete,12300 THE GATES DR RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
1536,0110221,2010-08-03,Complete,5317 BURNING OAK CT,"Residential Pool, Spa & Hot Tub",wake,NC
1537,0122350,2012-05-17,Void,5608 PINE ROCK CT,"Residential Pool, Spa & Hot Tub",wake,NC
1538,0153787,2015-06-28,Complete,2101 BLUE HAVEN CT,"Residential Pool, Spa & Hot Tub",wake,NC
1539,RABS-019282-2019,2019-05-29,Issued,3721 DUXFORD DR RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
1540,RABS-044347-2020,2020-08-27,Withdrawn,1205 TOBACCO BARN RD FUQUAY VARINA 27526,"Residential Pool, Spa & Hot Tub",wake,NC
1541,RABS-033833-2020,2020-02-26,Issued,7512 HASENTREE CLUB DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
1542,RABS-036665-2020,2020-04-20,Issued,1612 BARONY LAKE WAY RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
1543,RABS-013488-2019,2019-02-11,Complete,1525 ROCK DOVE WAY RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
1544,RABS-044179-2020,2020-08-25,Withdrawn,1329 KINGS GRANT DR RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
1545,RABS-041757-2020,2020-07-16,Complete,2013 UPLAND CT RALEIGH 27615,"Residential Pool, Spa & Hot Tub",wake,NC
1546,RABS-041929-2020,2020-07-20,Issued,904 SKYLAR CT WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
1547,RABS-016000-2019,2019-04-01,Issued,3600 DOYLE RD ZEBULON 27597,"Residential Pool, Spa & Hot Tub",wake,NC
1548,RABS-036364-2020,2020-04-14,In Review,8120 HOLLY FOREST RD WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
1549,RABS-018484-2019,2019-05-14,Complete,6209 HEATHERSTONE DR RALEIGH 27606,"Residential Pool, Spa & Hot Tub",wake,NC
1550,0183478,2018-04-15,Issued,2032 DELPHI WAY,"Residential Pool, Spa & Hot Tub",wake,NC
1551,RABS-016609-2019,2019-04-11,Issued,8337 RHODES RD APEX 27539,"Residential Pool, Spa & Hot Tub",wake,NC
1552,RABS-043309-2020,2020-08-11,Withdrawn,7217 REX RD HOLLY SPRINGS 27540,"Residential Pool, Spa & Hot Tub",wake,NC
1553,RABS-038193-2020,2020-05-19,Issued,7801 DOLLAR CIR YOUNGSVILLE 27596,"Residential Pool, Spa & Hot Tub",wake,NC
1554,0184458,2018-06-20,Complete,620 WILLOW WINDS DR,"Residential Pool, Spa & Hot Tub",wake,NC
1555,RABS-043714-2020,2020-08-18,Withdrawn,304 BRADWYCK DR CARY 27513,"Residential Pool, Spa & Hot Tub",wake,NC
1556,RABS-043298-2020,2020-08-11,Application Incomplete,8120 ROSIERE DR APEX 27539,"Residential Pool, Spa & Hot Tub",wake,NC
1557,RABS-038507-2020,2020-05-26,Issued,1020 SETTLERS LANDING CT WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
1558,RABS-025991-2019,2019-09-25,Issued,3248 DONLIN DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
1559,RABS-042398-2020,2020-07-27,Withdrawn,634 SPRUCE MEADOWS LN WILLOW SPRING 27592,"Residential Pool, Spa & Hot Tub",wake,NC
1560,RABS-040367-2020,2020-06-24,Complete,5313 NIGHT HERON DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
1561,0120060,2011-07-11,Complete,9101 HUNTERS GREENE DR,"Residential Pool, Spa & Hot Tub",wake,NC
1562,0110204,2010-08-01,Complete,5704 ACCIPITER CT,"Residential Pool, Spa & Hot Tub",wake,NC
1563,0131710,2013-01-27,Void,7617 LITERARY LN,"Residential Pool, Spa & Hot Tub",wake,NC
1564,0153366,2015-05-25,Complete,9620 BROAD BRUSH AVE,"Residential Pool, Spa & Hot Tub",wake,NC
1565,0153033,2015-04-27,Complete,7104 COVE LAKE DR,"Residential Pool, Spa & Hot Tub",wake,NC
1566,0172224,2017-01-29,Complete,7000 DANIEL RD,"Residential Pool, Spa & Hot Tub",wake,NC
1567,0160493,2015-08-10,Expired,8332 YELLOW ASTER CT,"Residential Pool, Spa & Hot Tub",wake,NC
1568,0100812,2009-10-26,Complete,10504 TREE BARK CT,"Residential Pool, Spa & Hot Tub",wake,NC
1569,0133087,2013-05-30,Complete,4961 STONEWOOD PINES DR,"Residential Pool, Spa & Hot Tub",wake,NC
1570,0152993,2015-04-22,Void,7236 INCLINE DR,"Residential Pool, Spa & Hot Tub",wake,NC
1571,0140280,2013-07-28,Complete,5304 MACON FOREST PL,"Residential Pool, Spa & Hot Tub",wake,NC
1572,0140097,2013-07-10,Void,6205 ROCKY CREEK WAY,"Residential Pool, Spa & Hot Tub",wake,NC
1573,RABS-052969-2021,2021-02-01,On Hold,1024 NEWBURGH CIR RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
1574,RABS-053096-2021,2021-02-03,Withdrawn,5225 HARTFELT DR GARNER 27529,"Residential Pool, Spa & Hot Tub",wake,NC
1575,RABS-032908-2020,2020-02-10,Issued,7133 COVE LAKE DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
1576,RABS-052895-2021,2021-01-31,Withdrawn,1228 ANORA DR APEX 27502,"Residential Pool, Spa & Hot Tub",wake,NC
1577,0161949,2015-12-21,Complete,7217 HASENTREE CLUB DR,"Residential Pool, Spa & Hot Tub",wake,NC
1578,0142473,2014-03-18,Complete,3032 CONE MANOR LN,"Residential Pool, Spa & Hot Tub",wake,NC
1579,0170856,2016-09-15,Complete,1209 KEITH RD,"Residential Pool, Spa & Hot Tub",wake,NC
1580,0140612,2013-08-28,Complete,5309 NIGHT HERON DR,"Residential Pool, Spa & Hot Tub",wake,NC
1581,0143199,2014-05-15,Complete,7713 SUMMERCREST DR,"Residential Pool, Spa & Hot Tub",wake,NC
1582,0153508,2015-06-04,Complete,7508 CHOUDER LN,"Residential Pool, Spa & Hot Tub",wake,NC
1583,0143059,2014-05-05,Void,5004 PRANCER CT,"Residential Pool, Spa & Hot Tub",wake,NC
1584,0120285,2011-08-09,Complete,1821 YAMACRAW DR,"Residential Pool, Spa & Hot Tub",wake,NC
1585,0180104,2017-07-10,Complete,7436 PENNY RD,"Residential Pool, Spa & Hot Tub",wake,NC
1586,0183162,2018-03-22,Complete,3204 BANKS RD,"Residential Pool, Spa & Hot Tub",wake,NC
1587,0172976,2017-03-22,Complete,1509 PITTY PATS PATH,"Residential Pool, Spa & Hot Tub",wake,NC
1588,0100609,2009-09-24,Complete,2909 CANDLEHURST LN,"Residential Pool, Spa & Hot Tub",wake,NC
1589,0152679,2015-03-29,Void,2221 MOUNTAIN HIGH RD,"Residential Pool, Spa & Hot Tub",wake,NC
1590,0112252,2011-05-12,Void,7504 ORCHARD CREST CT,"Residential Pool, Spa & Hot Tub",wake,NC
1591,0153209,2015-05-10,Complete,3724 NORMAN BLALOCK RD,"Residential Pool, Spa & Hot Tub",wake,NC
1592,0173611,2017-04-30,Complete,2208 HOLLY BEND LN,"Residential Pool, Spa & Hot Tub",wake,NC
1593,0140832,2013-09-18,Complete,4024 HOPKINS TRACE LN,"Residential Pool, Spa & Hot Tub",wake,NC
1594,0153271,2015-05-13,Complete,9805 CLOEY DR,"Residential Pool, Spa & Hot Tub",wake,NC
1595,0142306,2014-03-03,Complete,105 TALICUD TRL,"Residential Pool, Spa & Hot Tub",wake,NC
1596,0133050,2013-05-28,Void,7836 MELCOMBE WAY,"Residential Pool, Spa & Hot Tub",wake,NC
1597,0101746,2010-03-16,Complete,3728 NETHER RIDGE RD,"Residential Pool, Spa & Hot Tub",wake,NC
1598,0130133,2012-07-15,Complete,6584 WAKEFALLS DR,"Residential Pool, Spa & Hot Tub",wake,NC
1599,0162502,2016-02-22,Complete,1036 LILA LN,"Residential Pool, Spa & Hot Tub",wake,NC
1600,0102158,2010-05-02,Complete,4813 STONEYOAK LN,"Residential Pool, Spa & Hot Tub",wake,NC
1601,0132068,2013-03-05,Complete,6636 WILDLIFE LN,"Residential Pool, Spa & Hot Tub",wake,NC
1602,0172144,2017-01-23,Complete,812 OXGATE CIR,"Residential Pool, Spa & Hot Tub",wake,NC
1603,0130597,2012-09-05,Complete,4761 SWORDFISH DR,"Residential Pool, Spa & Hot Tub",wake,NC
1604,0153233,2015-05-11,Complete,1604 SOPHIA RIDGE DR,"Residential Pool, Spa & Hot Tub",wake,NC
1605,0171298,2016-10-30,Complete,1021 HARPERS RIDGE CT,"Residential Pool, Spa & Hot Tub",wake,NC
1606,0162982,2016-03-27,Complete,1136 FOOTHILLS TRL,"Residential Pool, Spa & Hot Tub",wake,NC
1607,0112190,2011-05-04,Void,2701 ALVESTON CIR,"Residential Pool, Spa & Hot Tub",wake,NC
1608,0181577,2017-11-06,Complete,5229 DEERGRASS CT,"Residential Pool, Spa & Hot Tub",wake,NC
1609,0180910,2017-09-11,Complete,10612 TEN TEN RD,"Residential Pool, Spa & Hot Tub",wake,NC
1610,0121688,2012-02-28,Complete,7955 MIDNIGHT LN,"Residential Pool, Spa & Hot Tub",wake,NC
1611,0163046,2016-03-29,Complete,5320 BURNING OAK CT,"Residential Pool, Spa & Hot Tub",wake,NC
1612,0163483,2016-05-02,Complete,5709 LENA BUNN CT,"Residential Pool, Spa & Hot Tub",wake,NC
1613,0102185,2010-05-04,Complete,8660 BARRETT RIDGE RD,"Residential Pool, Spa & Hot Tub",wake,NC
1614,0131065,2012-10-28,Expired,1409 MILLSTONE LANDING DR,"Residential Pool, Spa & Hot Tub",wake,NC
1615,0173127,2017-04-02,Complete,1008 FARNSWORTH RD,"Residential Pool, Spa & Hot Tub",wake,NC
1616,0120092,2011-07-13,Issued,1009 HOLLY POINTE DR,"Residential Pool, Spa & Hot Tub",wake,NC
1617,0163750,2016-05-24,Complete,1133 SHADOW LAKE DR,"Residential Pool, Spa & Hot Tub",wake,NC
1618,0143257,2014-05-19,Complete,3708 NETHER RIDGE RD,"Residential Pool, Spa & Hot Tub",wake,NC
1619,0100635,2009-09-29,Complete,5713 WYSTERIA DR,"Residential Pool, Spa & Hot Tub",wake,NC
1620,0172897,2017-03-15,Complete,1321 OPEN FIELD DR,"Residential Pool, Spa & Hot Tub",wake,NC
1621,0161529,2015-11-11,Expired,6021 VALENCIA CT,"Residential Pool, Spa & Hot Tub",wake,NC
1622,0170390,2016-08-07,Issued,5716 HEATHERSTONE DR,"Residential Pool, Spa & Hot Tub",wake,NC
1623,0130404,2012-08-09,Complete,3901 OLDE WAVERLY WAY,"Residential Pool, Spa & Hot Tub",wake,NC
1624,0133114,2013-06-03,Complete,1045 DOWNING WAY CT,"Residential Pool, Spa & Hot Tub",wake,NC
1625,0163208,2016-04-11,Complete,7436 BLEASDALE CT,"Residential Pool, Spa & Hot Tub",wake,NC
1626,0142747,2014-04-09,Complete,1002 TALONDALE CT,"Residential Pool, Spa & Hot Tub",wake,NC
1627,0163078,2016-03-31,Complete,2012 MONTHAVEN DR,"Residential Pool, Spa & Hot Tub",wake,NC
1628,0111232,2010-12-27,Complete,5301 NEWSTEAD MANOR LN,"Residential Pool, Spa & Hot Tub",wake,NC
1629,RABS-038061-2020,2020-05-15,Complete,6913 BARTONS BEND WAY RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
1630,RABS-054002-2021,2021-02-17,Withdrawn,6708 ROUSE RD HOLLY SPRINGS 27540,"Residential Pool, Spa & Hot Tub",wake,NC
1631,RABS-041161-2020,2020-07-07,Complete,13612 NEW LIGHT RD RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
1632,RABS-053809-2021,2021-02-15,Withdrawn,8668 BARRETT RIDGE RD WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
1633,RABS-052471-2021,2021-01-25,Issued,6809 RISING SUN CT WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
1634,RABS-041965-2020,2020-07-21,Withdrawn,1828 PAGAN RD RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
1635,RABS-054494-2021,2021-02-25,Withdrawn,8105 ROCKHIND WAY WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
1636,RABS-054143-2021,2021-02-19,Withdrawn,5813 CLEOME CT HOLLY SPRINGS 27540,"Residential Pool, Spa & Hot Tub",wake,NC
1637,RABS-047797-2020,2020-10-23,Withdrawn,5924 OXFORD GREEN DR APEX 27539,"Residential Pool, Spa & Hot Tub",wake,NC
1638,RABS-050144-2020,2020-12-07,Complete,1402 PLEASANTS RD WENDELL 27591,"Residential Pool, Spa & Hot Tub",wake,NC
1639,RABS-042739-2020,2020-07-31,Complete,6532 SUNSET MANOR DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
1640,RABS-044549-2020,2020-08-31,Issued,10908 ERVIN CT RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
1641,RABS-040971-2020,2020-07-06,Issued,1900 HALEY PINES WAY WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
1642,RABS-055258-2021,2021-03-09,Withdrawn,9309 LAKE CAROL DR ZEBULON 27597,"Residential Pool, Spa & Hot Tub",wake,NC
1643,RABS-022762-2019,2019-07-29,Issued,1216 KALWORTH RD WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
1644,RABS-021169-2019,2019-06-29,Complete,805 N CHURCH ST ZEBULON NC 27597,"Residential Pool, Spa & Hot Tub",wake,NC
1645,RABS-054216-2021,2021-02-22,Issued,1425 SKY VISTA WAY RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
1646,RABS-044364-2020,2020-08-27,Issued,1817 WOOD HENGE DR RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
1647,RABS-054115-2021,2021-02-19,Issued,2325 SANCTUARY DR RALEIGH 27606,"Residential Pool, Spa & Hot Tub",wake,NC
1648,RABS-053094-2021,2021-02-03,Complete,4301 CLARIDGE CT APEX 27539,"Residential Pool, Spa & Hot Tub",wake,NC
1649,RABS-030975-2020,2020-01-06,Complete,6505 CENTURY OAK CT RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
1650,RABS-013117-2019,2019-02-04,Issued,5208 PARKER MANOR CT RALEIGH NC 27614,"Residential Pool, Spa & Hot Tub",wake,NC
1651,0180012,2017-07-02,Expired,00300 E HORTON CT,"Residential Pool, Spa & Hot Tub",wake,NC
1652,RABS-043559-2020,2020-08-14,Complete,1125 ROLLING FARM DR RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
1653,RABS-055214-2021,2021-03-09,Issued,2103 OLD SORRELL RD APEX 27539,"Residential Pool, Spa & Hot Tub",wake,NC
1654,RABS-037195-2020,2020-04-29,Complete,10012 BAILEYWICK RD RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
1655,RABS-037035-2020,2020-04-28,Complete,1325 TAYLOR FARM RD RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
1656,RABS-041155-2020,2020-07-07,Withdrawn,2216 MILLPINE DR RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
1657,RABS-021069-2019,2019-06-27,Issued,2608 SILVER STIRRUP LN APEX 27502,"Residential Pool, Spa & Hot Tub",wake,NC
1658,RABS-054077-2021,2021-02-18,Issued,1828 PAGAN RD RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
1659,RABS-053008-2021,2021-02-02,Issued,6925 RAY FAMILY FARM CT RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
1660,RABS-053677-2021,2021-02-12,Issued,5805 VINTAGE OAK LN RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
1661,RABS-020230-2019,2019-06-12,Issued,2017 AVIARA DR RALEIGH 27606,"Residential Pool, Spa & Hot Tub",wake,NC
1662,RABS-055886-2021,2021-03-18,Withdrawn,10423 CHANDLER WAY RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
1663,RABS-056034-2021,2021-03-22,Withdrawn,428 HOLLY OAK CT FUQUAY VARINA 27526,"Residential Pool, Spa & Hot Tub",wake,NC
1664,RABS-044801-2020,2020-09-03,Issued,7604 EVERTON WAY WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
1665,RABS-041194-2020,2020-07-08,Issued,7604 ARBOR MIST LN WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
1666,RABS-047179-2020,2020-10-14,Issued,333 SHADOWDALE LN ROLESVILLE 27571,"Residential Pool, Spa & Hot Tub",wake,NC
1667,RABS-057019-2021,2021-04-06,Withdrawn,2600 PEACHLEAF ST RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
1668,RABS-055405-2021,2021-03-11,Issued,3201 GOLDEN NUGGET DR CLAYTON 27520,"Residential Pool, Spa & Hot Tub",wake,NC
1669,RABS-043287-2020,2020-08-11,Complete,14925 COVESHORE DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
