"Date","Permit Number","Permit Type","Description","Status","Address",
"07/14/2006","2006070853","Building/Accessories/Residential/Swimming Pool","SFR  REF # 2005121775   SWIMMING POOL","Closed","13 WINDWARD PL, PLACIDA 33946",
"07/14/2006","2006070852","Building/Accessories/Residential/Swimming Pool","SFR # 2005084408   SWIMMING POOL","Closed","333 SKYLAND LN, PORT CHARLOTTE 33953",
"07/14/2006","2006070851","Building/Accessories/Residential/Swimming Pool","SFR # 2006033734   SWIMMING POOL","Closed","2180 EASTWIND TER, PORT CHARLOTTE 33953",
"07/14/2006","2006070850","Building/Accessories/Residential/Swimming Pool","REF 2006041689 SWIMMING POOL   ROW  FINAL","Closed","12229 HELIOS AVE, PORT CHARLOTTE 33981",
"07/14/2006","2006070849","Building/Accessories/Residential/Swimming Pool","SFR REF # 2005120731   SWIMMING POOL","Closed","10532 MCALESTER CIR, PORT CHARLOTTE 33981",
"07/14/2006","2006070848","Building/Accessories/Residential/Swimming Pool","SFR  REF # 2006051962  SWIMMING POOL   DECK      ROW FINAL","Closed","314 BAYTREE DR, ROTONDA WEST 33947",
"07/14/2006","2006070846","Building/Accessories/Residential/Swimming Pool","SFR REF # 2006010079   SWIMMING POOL","Closed","6975 ADDERLY RD, ENGLEWOOD 34224",
"07/14/2006","2006070844","Building/Accessories/Residential/Swimming Pool","SFR REF # 2006030465   SWIMMING POOL","Closed","1193 TIFT ST, PORT CHARLOTTE 33952",
"07/14/2006","2006070841","Building/Accessories/Residential/Swimming Pool","SFR REF # 2005100403   SWIMMING POOL","Closed","13 PINE VALLEY PL, ROTONDA WEST 33947",
"07/14/2006","2006070840","Building/Accessories/Residential/Swimming Pool","SFR REF 2006020100   SWIMMING POOL","Closed","421 EUCLID ST, PORT CHARLOTTE 33954",
"07/14/2006","2006070839","Building/Accessories/Residential/Swimming Pool","SFR REF # 2006010903   SWIMMING POOL","Closed","27194 GREEN GULF BLVD, PUNTA GORDA 33955",
"07/14/2006","2006070795","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL, SPA & DECK","Closed","17336 TAMPICO LN, PUNTA GORDA 33955",
"07/14/2006","2006070782","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL & PATIO","Closed","594 WEST TARPON BLVD, PORT CHARLOTTE 33952",
"07/14/2006","2006070778","Building/Accessories/Residential/Swimming Pool","CONCRETE POOL AND PATIO","Closed","27203 HARBOUR OAKS BLVD, PUNTA GORDA 33983",
"07/13/2006","2006070742","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","1285 CASPER ST, PORT CHARLOTTE 33953",
"07/13/2006","2006070740","Building/Accessories/Residential/Swimming Pool","POOL AND DECK  07/25/2006","Closed","5218 VENUS TER, PORT CHARLOTTE 33981",
"07/13/2006","2006070717","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","13297 FLAHERTY AVE, PORT CHARLOTTE 33981",
"07/13/2006","2006070716","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","192 WHITE MARSH LN, ROTONDA WEST 33947",
"07/13/2006","2006070715","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","13 SPORTSMAN WAY, ROTONDA WEST 33947",
"07/13/2006","2006070714","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","107 REEF PL, ROTONDA 33947",
"07/13/2006","2006070713","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","9325 ST PAUL DR, PORT CHARLOTTE 33981",
"07/13/2006","2006070710","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","9088 WILLMINGTON BLVD, ENGLEWOOD 34224",
"07/13/2006","2006070709","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL----ORIGINAL 7-20-2006","Closed","15642 STAUNTON CIR, PORT CHARLOTTE 33981",
"07/12/2006","2006070571","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL & DECK      ROW FINAL","Closed","23094 MADELYN AVE, PORT CHARLOTTE 33954",
"07/12/2006","2006070569","Building/Accessories/Residential/Swimming Pool","INSTALL POOL AND DECK   ROW FINAL","Closed","801 E 3RD ST, ENGLEWOOD 34223",
"07/11/2006","2006070504","Building/Accessories/Residential/Swimming Pool","INSTALL COMMERCIAL POOL & PAVER DECK","Closed","3925 CAPE HAZE DR, ROTONDA WEST 33947",
"07/11/2006","2006070478","Building/Accessories/Residential/Swimming Pool","BUILDING A POOL AND DECK   ROW FINAL","Closed","283 ANNAPOLIS LN, ROTONDA WEST 33947",
"07/11/2006","2006070446","Building/Accessories/Residential/Swimming Pool","INSTALL POOL & DECK  MP353","Closed","183 PURDY DR, PORT CHARLOTTE 33980",
"07/11/2006","2006070444","Building/Accessories/Residential/Swimming Pool","INSTALL POOL AND DECK   MP353","Closed","115 CUTLASS DR, ROTONDA WEST 33947",
"07/11/2006","2005050021","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL--ROW REQ'D","Closed","6234 SHEFFIELD LN, ENGLEWOOD 34224",
"07/11/2006","2005043616","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL AND DECK--ROW REQ'D","Closed","25307 ESTRADA CIR, PUNTA GORDA 33955",
"07/11/2006","2005033916","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL--ROW REQ'D","Closed","1975 PENNSYLVANIA AVE, ENGLEWOOD 34224",
"07/11/2006","2006070491","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","23100 PEACHLAND BLVD, PORT CHARLOTTE 33954",
"07/10/2006","2006070409","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","25515 TERRAIN LN, PUNTA GORDA 33983",
"07/10/2006","2006070408","Building/Accessories/Residential/Swimming Pool","SW","Closed","14318 MARLIN AVE, PORT CHARLOTTE 33953",
"07/10/2006","2006070406","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","2210 ALDWORTH ST, PORT CHARLOTTE 33980",
"07/10/2006","2006070342","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL/SPA & DECK  07/12/2007","Closed","357 SHAEFER ST, PORT CHARLOTTE 33953",
"07/10/2006","2005042913","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL--ROW REQ'D","Closed","231 ARLINGTON DR, PLACIDA 33946",
"07/07/2006","2005043612","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL AND DECK--ROW REQ'D","Closed","209 ARLINGTON DR, PLACIDA 33946",
"07/06/2006","2006070194","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","9191 ALAN BLVD, PUNTA GORDA 33982",
"07/06/2006","2005043609","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL AND DECK","Closed","102 SPRING DR, ROTONDA WEST 33947",
"07/06/2006","2005043608","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL AND DECK--ROW REQ'D","Closed","124 MEDALIST RD, ROTONDA WEST 33947",
"07/06/2006","2005042908","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL--ROW REQ'D","Closed","208 ARLINGTON DR, PLACIDA 33946",
"07/06/2006","2005038308","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","3036 MONTGOMERY DR, PORT CHARLOTTE 33981",
"07/05/2006","2005044005","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL--ROW REQ'D","Closed","4 MEDALIST LN, ROTONDA WEST 33947",
"07/05/2006","2005044004","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","2329 COMO ST, PORT CHARLOTTE 33948",
"07/05/2006","2005042905","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL--ROW REQ'D","Closed","145 SE PECKHAM ST, PORT CHARLOTTE 33952",
"07/05/2006","2005038305","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","14465 MCGRAW AVE, PORT CHARLOTTE 33953",
"07/03/2006","2006070009","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL & DECK  ROW FINAL","Closed","12070 LYCEUM DR, PORT CHARLOTTE 33953",
"07/03/2006","2005050401","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","3456 HIGHLANDS RD, PUNTA GORDA 33983",
"07/03/2006","2005042902","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL--ROW REQ'D","Closed","25300 ESTRADA CIR, PUNTA GORDA 33955",
"07/03/2006","2005038302","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","65 MARKER RD, ROTONDA WEST",
"06/30/2006","2006063392","Building/Accessories/Residential/Swimming Pool","RESIDENTIAL SWIMMIMG POOL","Closed","5451 CYPRESS GROVE CIR, PUNTA GORDA 33982",
"06/30/2006","2006063332","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","25642 AYSEN DR, PUNTA GORDA 33983",
"06/29/2006","2006063297","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","17253 NAIAD CT, PUNTA GORDA 33955",
"06/29/2006","2006063271","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","7233 CARVEL ST, ENGLEWOOD 34224",
"06/29/2006","2006063270","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","25400 TETHER LN, PUNTA GORDA 33983",
"06/29/2006","2006063269","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","8591 DINNANO ST, PORT CHARLOTTE 33981",
"06/29/2006","2006063268","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","2659 WAX MYRTLE CT, PORT CHARLOTTE 33953",
"06/29/2006","2006063267","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","2657 WAX MYRTLE CT, PORT CHARLOTTE 33953",
"06/28/2006","2006063103","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL AND DECK  ROW FINAL","Closed","5291 WENTWORTH RD, PORT CHARLOTTE 33981",
"06/27/2006","2006063075","Building/Accessories/Residential/Swimming Pool","POOL & POOL DECK","Closed","242 HALLCREST TER, PORT CHARLOTTE 33954",
"06/27/2006","2006063070","Building/Accessories/Residential/Swimming Pool","POOL & POOL DECK","Closed","26455 DEEP CREEK BLVD, PUNTA GORDA 33983",
"06/27/2006","2006063011","Building/Accessories/Residential/Swimming Pool","POOL & DECK      ROW FINAL","Closed","20167 HILLSBOROUGH BLVD, PORT CHARLOTTE 33954",
"06/27/2006","2006063003","Building/Accessories/Residential/Swimming Pool","POOL & DECK      ROW FINAL","Closed","439 BOUNDARY BLVD, ROTONDA WEST 33947",
"06/27/2006","2006062970","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","511 KINDRED BLVD, PORT CHARLOTTE 33954",
"06/27/2006","2006062966","Building/Accessories/Residential/Swimming Pool","POOL AND DECK   ROW FINAL","Closed","25116 MACAPA DR, PUNTA GORDA 33983",
"06/26/2006","2006062943","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL AND DECK   ROW FINAL","Closed","899 BOUNDARY BLVD, ROTONDA WEST 33947",
"06/26/2006","2006062941","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL AND DECK   ROW FINAL","Closed","6959 BEARDSLEY ST, ENGLEWOOD 34224",
"06/23/2006","2006062847","Building/Accessories/Residential/Swimming Pool","POOL/SPA AND DECK","Closed","13978 ROYAL POINTE DR, PORT CHARLOTTE 33953",
"06/23/2006","2006062816","Building/Accessories/Residential/Swimming Pool","SWIMIMNG POOL","Closed","26 SPORTSMAN CIR, ROTONDA WEST 33947",
"06/23/2006","2006062815","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","30 SPORTSMAN PL, ROTONDA WEST 33947",
"06/23/2006","2006062815","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","30 SPORTSMAN PL, ROTONDA WEST 33947",
"06/23/2006","2006062771","Building/Accessories/Residential/Swimming Pool","POOL & DECK","Closed","10170 CREEKSIDE DR, PLACIDA 33946",
"06/23/2006","2006062768","Building/Accessories/Residential/Swimming Pool","POOL & DECK","Closed","102 PINE VALLEY LN, ROTONDA WEST 33947",
"06/22/2006","2006061731","Building/Accessories/Residential/Swimming Pool","INSTALL POOL & DECK","Closed","46 MADRE DE DIOS ST, PUNTA GORDA 33983",
"06/22/2006","2006061669","Building/Accessories/Residential/Swimming Pool","SPA AND DECK   ROW FINAL","Closed","13 PEBBLE BEACH RD, ROTONDA 33947",
"06/21/2006","2006061636","Building/Accessories/Residential/Swimming Pool","POOL AND DECK   ROW FINAL","Closed","489 NOTSON TER, PORT CHARLOTTE 33952",
"06/21/2006","2006061634","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL ( SFR 2006021754 )","Closed","16338 PERDIDA CT, PUNTA GORDA 33955",
"06/21/2006","2006061631","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","521 PEEPLES DR, PUNTA GORDA 33950",
"06/21/2006","2006061628","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","20583 ALBURY DR, PORT CHARLOTTE 33952",
"06/21/2006","2006061577","Building/Accessories/Residential/Swimming Pool","POOL, SPA & DECK","Closed","24463 RIVERFRONT DR, PORT CHARLOTTE 33980",
"06/20/2006","2006061529","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","14932 ALSASK CIR, PORT CHARLOTTE 33981",
"06/20/2006","2006061463","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","1030 BAY HARBOR DR, ENGLEWOOD 34224",
"06/20/2006","2006061461","Building/Accessories/Residential/Swimming Pool","( MP # 423 ) SWIMMING POOL   ( SFR 98070582 )","Closed","23162 AMBASSADOR AVE, PORT CHARLOTTE 33954",
"06/16/2006","2006061333","Building/Accessories/Residential/Swimming Pool","POOL AND DECK    ROW FINAL","Closed","1022 BOUNDARY BLVD, ROTONDA WEST 33947",
"06/16/2006","2006061332","Building/Accessories/Residential/Swimming Pool","POOL AND DECK   ROW FINAL","Closed","9288 PORTILLO AVE, ENGLEWOOD 34224",
"06/16/2006","2006061331","Building/Accessories/Residential/Swimming Pool","POOL AND DECK   ROW FINAL","Closed","506 BOUNDARY BLVD, ROTONDA WEST 33947",
"06/16/2006","2006061330","Building/Accessories/Residential/Swimming Pool","POOL AND DECK   ROW FINAL","Closed","8 PINEHURST RD, ROTONDA WEST 33947",
"06/16/2006","2006061329","Building/Accessories/Residential/Swimming Pool","POOL AND PATIO   ROW FINAL","Closed","5447 JOSLYN TER, PORT CHARLOTTE 33981",
"06/16/2006","2006061325","Building/Accessories/Residential/Swimming Pool","POOL & DECK     ROW FINAL","Closed","198 JADE ST, ROTONDA 33947",
"06/16/2006","2006061324","Building/Accessories/Residential/Swimming Pool","POOL & DECK   ROW FINAL","Closed","14142 FORT MYERS AVE, PORT CHARLOTTE 33981",
"06/16/2006","2006061314","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","Closed","299 SANTA MARTA ST, PORT CHARLOTTE 33954",
"06/16/2006","2006061309","Building/Accessories/Residential/Swimming Pool","CONCRETE POOL AND PATIO","Closed","3710 COMO ST, PORT CHARLOTTE 33948",
"06/16/2006","2006061261","Building/Accessories/Residential/Swimming Pool","POOL AND DECK    ROW FINAL","Closed","256 STEBBINS TER, PORT CHARLOTTE 33952",
"06/15/2006","2006061188","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL & DECK       ROW FINAL","Closed","1436 LEMON BAY DR, ENGLEWOOD 34223",
"06/15/2006","2006061186","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL               ROW FINAL","Closed","12027 BACCHUS RD, PORT CHARLOTTE 33981",
"06/15/2006","2006061107","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","1175 ROTONDA CIR, ROTONDA 33947",
"06/15/2006","2006061106","Building/Accessories/Residential/Swimming Pool","POOL AND DECK   ROW FINAL","Closed","10002 WINDING RIVER RD, PUNTA GORDA 33950",
"06/14/2006","2006061055","Building/Accessories/Residential/Swimming Pool","POOL & DECK","Closed","2699 WAX MYRTLE CT, PORT CHARLOTTE 33953",
"06/14/2006","2006061053","Building/Accessories/Residential/Swimming Pool","POOL & DECK","Closed","2691 WAX MYRTLE CT, PORT CHARLOTTE 33953",
"06/14/2006","2006061052","Building/Accessories/Residential/Swimming Pool","POOL & DECK","Closed","2661 WAX MYRTLE CT, PORT CHARLOTTE 33953",
"06/14/2006","2006061051","Building/Accessories/Residential/Swimming Pool","POOL & DECK","Closed","2683 WAX MYRTLE CT, PORT CHARLOTTE 33953",
"06/14/2006","2006061050","Building/Accessories/Residential/Swimming Pool","POOL & SPA","Closed","137 MARKER RD, ROTONDA WEST 33947",
"06/14/2006","2006061049","Building/Accessories/Residential/Swimming Pool","POOL & DECK","Closed","258 MARKER RD, ROTONDA WEST 33947",
"06/14/2006","2006061048","Building/Accessories/Residential/Swimming Pool","POOL & DECK","Closed","248 MEDALIST RD, ROTONDA WEST 33947",
"06/14/2006","2006061046","Building/Accessories/Residential/Swimming Pool","POOL & SPA","Closed","23358 MCCANDLESS AVE, PORT CHARLOTTE 33980",
"06/14/2006","2006061044","Building/Accessories/Residential/Swimming Pool","POOL & SPA","Closed","73 PAR VIEW RD, ROTONDA WEST 33947",
"06/14/2006","2006061043","Building/Accessories/Residential/Swimming Pool","POOL & DECK","Closed","221 BROADMOOR LN, ROTONDA WEST 33947",
"06/14/2006","2006061040","Building/Accessories/Residential/Swimming Pool","POOL & DECK","Closed","108 HUNTER RD, ROTONDA WEST 33947",
"06/14/2006","2006061038","Building/Accessories/Residential/Swimming Pool","POOL & DECK","Closed","1485 BISCAYNE DR, PORT CHARLOTTE 33953",
"06/14/2006","2006061037","Building/Accessories/Residential/Swimming Pool","POOL & DECK","Closed","8496 DINNANO ST, PORT CHARLOTTE 33981",
"06/14/2006","2006061035","Building/Accessories/Residential/Swimming Pool","POOL & DECK","Closed","5243 EARLY TER, PORT CHARLOTTE 33981",
"06/13/2006","2006060966","Building/Accessories/Residential/Swimming Pool","INSTALL CONCRETE SWIMMING POOL & DECK ORIG 7/27/2006","Closed","1113 BROWN ST, ENGLEWOOD 34224",
"06/13/2006","2006060961","Building/Accessories/Residential/Swimming Pool","INSTALL CONCRETE SWIMMING POOL & DECK","Closed","14141 CAIN AVE, PORT CHARLOTTE 33953",
"06/13/2006","2006060940","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL AND PATIO    ROW FINAL","Closed","3514 BLITMAN ST, PORT CHARLOTTE 33981",
"06/13/2006","2006060893","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL AND DECK","Closed","64 BARILOCHE DR, PUNTA GORDA 33983",
"06/13/2006","2006060872","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL   ROW FINAL","Closed","11409 STARFLOWER AVE, ENGLEWOOD 34224",
"06/13/2006","2006060867","Building/Accessories/Residential/Swimming Pool","INSTALL POOL","Closed","17495 BOCA VISTA RD, PUNTA GORDA 33955",
"06/13/2006","2006060866","Building/Accessories/Residential/Swimming Pool","POOL AND DECK","Closed","17151 CAPE HORN BLVD, PUNTA GORDA 33955",
"06/12/2006","2006060848","Building/Accessories/Residential/Swimming Pool","POOL  & DECK","Closed","1345 ABNER ST, PORT CHARLOTTE 33980",
"06/12/2006","2006060847","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL  ( SFR 2005052461 )","Closed","15475 GREGUS AVE, PORT CHARLOTTE 33953",
"06/12/2006","2006060827","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL   ( CA- 2005 094280 - SFR 2005091004 )","Closed","12 MEDALIST LN, ROTONDA WEST 33947",
"06/12/2006","2006060825","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL   ( SFR # 2005091578  CA 2005094372   )","Closed","274 MARINER LN, ROTONDA 33947",
"06/12/2006","2006060768","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL & DECK    ROW FINAL","Closed","198 MARINER LN, ROTONDA WEST FL 33947",
"06/12/2006","2006060765","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL & DECK    ROW FINAL","Closed","82 PINE VALLEY LN, ROTONDA WEST 33947",
